0.008832,0.000696,0.779582,-0.008241,0.036538,0.018276,0.999131,-0.191897,0.000549,0.040484,0.262125,-0.144681,-0.019592,-0.168660,-0.070524,-0.089415,0.249529,-0.146146,0.034898,-0.002182,-0.001823,0.005290,0.378120,0.226620,-0.233306,0.699935,0.123098,0.000083,-0.000051,0.289219,-0.197260,0.174568,0.786068,-0.204999,0.000080,0.000056
0.008837,0.000694,0.779582,-0.006752,0.038724,0.021577,0.998994,-0.195715,-0.003380,0.039155,0.259536,-0.142162,-0.021311,-0.169824,-0.079936,-0.103629,0.244024,-0.142738,0.040070,-0.008811,-0.004591,0.001219,0.378161,0.226678,-0.233133,0.700202,0.123128,0.000083,-0.000051,0.289472,-0.197441,0.174464,0.786348,-0.205072,0.000080,0.000056
0.008852,0.000689,0.779581,-0.005659,0.040119,0.024054,0.998889,-0.198415,-0.007341,0.035430,0.259296,-0.141694,-0.021230,-0.171670,-0.084329,-0.108740,0.243102,-0.141976,0.040991,-0.014002,-0.006650,-0.001800,0.378203,0.226663,-0.232949,0.700523,0.123145,0.000083,-0.000051,0.289697,-0.197632,0.174443,0.786610,-0.205262,0.000080,0.000056
0.008879,0.000682,0.779579,-0.004855,0.041123,0.025892,0.998807,-0.200435,-0.010381,0.032400,0.259409,-0.141650,-0.021013,-0.173219,-0.087341,-0.111978,0.242967,-0.141858,0.041300,-0.017848,-0.008139,-0.004092,0.378234,0.226638,-0.232728,0.700870,0.123227,0.000083,-0.000051,0.289910,-0.197807,0.174456,0.786858,-0.205517,0.000080,0.000056
0.008894,0.000677,0.779579,-0.004268,0.041863,0.027234,0.998743,-0.201947,-0.012623,0.030156,0.259540,-0.141652,-0.020818,-0.174410,-0.089524,-0.114281,0.242960,-0.141837,0.041486,-0.020699,-0.009215,-0.005853,0.378254,0.226569,-0.232432,0.701211,0.123321,0.000083,-0.000051,0.290073,-0.197940,0.174418,0.787064,-0.205745,0.000080,0.000056
0.008911,0.000670,0.779579,-0.003837,0.042401,0.028205,0.998695,-0.203042,-0.014259,0.028531,0.259658,-0.141673,-0.020686,-0.175279,-0.091114,-0.115942,0.242980,-0.141854,0.041619,-0.022819,-0.009988,-0.007242,0.378289,0.226465,-0.232071,0.701543,0.123439,0.000083,-0.000051,0.290213,-0.197995,0.174356,0.787247,-0.205908,0.000080,0.000056
0.008921,0.000664,0.779579,-0.003517,0.042799,0.028908,0.998659,-0.203857,-0.015457,0.027357,0.259746,-0.141669,-0.020598,-0.175931,-0.092278,-0.117139,0.242997,-0.141840,0.041712,-0.024409,-0.010538,-0.008347,0.378320,0.226282,-0.231678,0.701856,0.123524,0.000083,-0.000051,0.290305,-0.197986,0.174206,0.787363,-0.206002,0.000080,0.000056
0.008927,0.000659,0.779579,-0.003281,0.043095,0.029421,0.998632,-0.204465,-0.016337,0.026502,0.259812,-0.141655,-0.020541,-0.176419,-0.093135,-0.118014,0.243008,-0.141829,0.041766,-0.025607,-0.010924,-0.009240,0.378345,0.226049,-0.231260,0.702150,0.123639,0.000083,-0.000051,0.290367,-0.197912,0.174021,0.787427,-0.206056,0.000080,0.000056
0.008926,0.000657,0.779579,-0.003109,0.043320,0.029808,0.998612,-0.204929,-0.016991,0.025863,0.259849,-0.141641,-0.020494,-0.176791,-0.093771,-0.118676,0.243008,-0.141818,0.041806,-0.026506,-0.011191,-0.009968,0.378338,0.225786,-0.230863,0.702410,0.123798,0.000083,-0.000051,0.290419,-0.197808,0.173781,0.787452,-0.206063,0.000080,0.000056
0.008927,0.000652,0.779579,-0.002975,0.043478,0.030082,0.998597,-0.205258,-0.017475,0.025422,0.259881,-0.141612,-0.020459,-0.177057,-0.094241,-0.119139,0.243013,-0.141804,0.041826,-0.027200,-0.011361,-0.010588,0.378330,0.225478,-0.230455,0.702695,0.123973,0.000083,-0.000051,0.290446,-0.197653,0.173588,0.787438,-0.206063,0.000080,0.000056
0.008926,0.000647,0.779581,-0.002869,0.043588,0.030273,0.998587,-0.205489,-0.017834,0.025114,0.259906,-0.141573,-0.020453,-0.177246,-0.094593,-0.119461,0.243018,-0.141795,0.041818,-0.027745,-0.011454,-0.011132,0.378307,0.225123,-0.230073,0.702993,0.124164,0.000083,-0.000051,0.290448,-0.197471,0.173422,0.787407,-0.206067,0.000080,0.000056
0.008923,0.000641,0.779581,-0.002782,0.043664,0.030408,0.998580,-0.205652,-0.018106,0.024905,0.259922,-0.141530,-0.020453,-0.177379,-0.094861,-0.119689,0.243022,-0.141797,0.041797,-0.028180,-0.011482,-0.011622,0.378295,0.224687,-0.229602,0.703319,0.124325,0.000083,-0.000051,0.290427,-0.197357,0.173383,0.787391,-0.206176,0.000080,0.000056
