-0.144599,0.000225,0.789788,-0.005365,0.015366,0.004625,0.999857,-0.129818,0.026174,0.070300,0.221999,-0.125145,0.007906,-0.127751,-0.053130,-0.060927,0.219557,-0.121110,0.027487,-0.002615,-0.001312,-0.000345,0.393589,0.573070,0.319658,0.883597,0.231435,0.000058,0.000002,0.321141,-0.625064,-0.394206,0.958026,-0.266175,0.000059,-0.000016
-0.257060,0.000469,0.787414,-0.008754,0.024197,0.009398,0.999625,-0.161387,0.062464,0.123648,0.261652,-0.131215,0.007513,-0.157892,-0.115270,-0.108478,0.255867,-0.104074,0.056289,-0.007033,-0.004250,0.005313,0.283874,0.099813,0.065352,0.895891,0.282174,0.000085,-0.000025,0.182920,-0.096669,-0.144439,0.954590,-0.312955,0.000099,-0.000019
-0.273092,0.000520,0.787080,-0.007937,0.025913,0.011407,0.999568,-0.170192,0.066277,0.132984,0.274325,-0.135920,0.007646,-0.165672,-0.130254,-0.119809,0.266346,-0.101702,0.062826,-0.010799,-0.007074,0.005618,0.266128,0.024449,0.031454,0.904706,0.287614,0.000084,-0.000017,0.162446,-0.013446,-0.107670,0.956395,-0.315119,0.000099,-0.000024
-0.256977,0.000494,0.787435,-0.006145,0.025123,0.012005,0.999593,-0.167046,0.058457,0.126011,0.269326,-0.135431,0.007174,-0.162103,-0.126105,-0.117039,0.261234,-0.103971,0.061230,-0.013341,-0.008996,0.004054,0.282393,0.095067,0.062172,0.905019,0.282108,0.000085,-0.000009,0.184940,-0.094907,-0.137194,0.956498,-0.309491,0.000098,-0.000027
-0.256926,0.000505,0.787445,-0.005411,0.025399,0.012741,0.999582,-0.167186,0.056160,0.124520,0.268482,-0.135030,0.007244,-0.162028,-0.127786,-0.117664,0.260504,-0.103946,0.061128,-0.015322,-0.010332,0.003508,0.284069,0.097821,0.060268,0.903888,0.279755,0.000087,-0.000009,0.186379,-0.097989,-0.135339,0.956118,-0.306841,0.000099,-0.000027
-0.256873,0.000511,0.787456,-0.004881,0.025600,0.013294,0.999572,-0.167465,0.054666,0.123739,0.268226,-0.134869,0.007278,-0.162146,-0.129221,-0.118426,0.260291,-0.103875,0.061229,-0.016897,-0.011291,0.003116,0.284999,0.097115,0.057643,0.903358,0.277710,0.000087,-0.000009,0.187342,-0.097015,-0.132998,0.955539,-0.304940,0.000099,-0.000028
-0.256824,0.000507,0.787467,-0.004496,0.025756,0.013729,0.999564,-0.167669,0.053579,0.123161,0.268094,-0.134793,0.007288,-0.162215,-0.130307,-0.119056,0.260196,-0.103820,0.061321,-0.018162,-0.011976,0.002801,0.285881,0.097197,0.055947,0.903089,0.275853,0.000087,-0.000009,0.188295,-0.096798,-0.131204,0.955215,-0.303684,0.000099,-0.000028
-0.256777,0.000497,0.787478,-0.004216,0.025885,0.014073,0.999557,-0.167814,0.052775,0.122706,0.267949,-0.134715,0.007262,-0.162258,-0.131110,-0.119564,0.260114,-0.103781,0.061388,-0.019202,-0.012464,0.002544,0.286595,0.097119,0.054404,0.902888,0.274249,0.000086,-0.000008,0.189190,-0.096465,-0.129658,0.954988,-0.302778,0.000098,-0.000028
-0.256725,0.000479,0.787490,-0.004008,0.026004,0.014338,0.999551,-0.167905,0.052164,0.122363,0.267622,-0.134537,0.007180,-0.162289,-0.131679,-0.119951,0.259911,-0.103728,0.061459,-0.020106,-0.012808,0.002330,0.287075,0.097047,0.052759,0.902780,0.273017,0.000086,-0.000008,0.190080,-0.095914,-0.128349,0.954920,-0.302048,0.000098,-0.000028
-0.256682,0.000458,0.787502,-0.003848,0.026112,0.014582,0.999545,-0.167976,0.051669,0.122037,0.267247,-0.134315,0.007064,-0.162307,-0.132126,-0.120330,0.259685,-0.103666,0.061519,-0.020861,-0.013038,0.002152,0.287395,0.096948,0.051030,0.902729,0.272059,0.000086,-0.000009,0.190915,-0.095347,-0.127231,0.954993,-0.301476,0.000098,-0.000028
